姿	次: next; order; sequence<br>女: woman; female	figure	The next woman always has a better figure! Thinking like that, you´ll end up alone in an old folks home longing for the good old days!	Whenever I am next to a woman, I can´t help but take notice of her figure.
存	人: person<br>子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac	suppose	How do you suppose they manage to cram a genie inside a bottle? Well, I suppose they put him in there while he´s still a little child...	Villagers on a little remote island one day find a bottle washed out by the sea onto the beach. After wiping the bottle and taking a closer look, they are amazed to see a (very small) child in it. The villagers suppose that the child is a genie in a bottle.
孝	老: old man; old age; grow old<br>子: child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac	filial piety	This child has taken filial piety to the next level. He is actually carrying the old man on his shoulders.	+dilandau23: This child has taken filial piety to the next level. He is actually carrying the old man on his shoulders. There is a picture of a statue depicting this here http://en.wikipedia.org/wiki/Filial_piety.
宅	宀: shaped crown; katakana u radical (no. 40)<br>乇: to depend on; to entrust with	home	"This kanji is, of course, pronounced ""taku"", and it seems the owner of this home is a little bit otaku himself. He has hung up locks of hair suruptitiously obtained from various females all over his house. A veritable hair fetishist, and certainly someone whose home you wouldn´t want to visit."	Home is where the hair is.
宇	宀: shaped crown; katakana u radical (no. 40)<br>于: going; from	eaves	Under the eaves of the house the poor family has potate plants.	Very good image Erik. To help those who struggleded with this, the eaves of a house is usually the bit where you hang the roof gutter along, usually made of zinc or plastic and shaped as a half-pipe. It catches rain water, so it flows to a drain pipe instead of down onto people and windows. And in this family the potato plants grow along the eaves so the water pours down on them. They are poor. so no gutter.
宗	宀: shaped crown; katakana u radical (no. 40)<br>示: show; indicate; point out; express; display	religion	I never really did figure out what religion my host family was - all I knew was that they kept an altar in their home.	All the RELIGIONS have their own temples, which are houses where they place their altars.
宙	宀: shaped crown; katakana u radical (no. 40)<br>由: wherefore; a reason	mid-air	Jack´s beanstalk sprouted up, pushed at the roof and lifted the house so that it hangs in mid-air suspended on the SPROUT.	"Hahaha, the image of walking into a house and finding a sea of brussel sprouts floating mid-air is enough for me to remember. Maybe there´s a magician in the kitchen shouting a reassuring ""Don´t mind the sprouts!""."
宝	宀: shaped crown; katakana u radical (no. 40)<br>玉: jewel; ball	treasure	On treasure island is a single house - where all the jewels are stored.	"Put a ""roof"" (lid) on your jewels and voila! You´ve got a treasure chest."
宣	宀: shaped crown; katakana u radical (no. 40)<br>亘: span; request	proclaim	You can proclaim your opinions from the comfort of your HOUSE and have it SPAN the entire globe these days via The Internet.	I heard young Muslims have to memorise the Koran and proclaim it aloud as a kind of rite of passage. Imagine the SPAN of hours spent under a ROOF practising that! It must surely be worse than trying to get through Heisigs RTK - count yourself lucky.
密	宀: shaped crown; katakana u radical (no. 40)<br>必: invariably; certain; inevitable<br>山: mountain	secrecy	To maintain secrecy, secret societies invariably have to house themselves in the moutains.	To maintain secrecy, secret societies invariably have to house themselves on top of the moutains. (Slight tweak of chamcham´s story, using fuaburisa´s idea for remembering where to put the mountain primitive.).
寸	寸: sun (unit of measurement) (radical no. 41)	measurement	The decimal system uses drops of ten as a measurement.	Glue two sticks together to make the best measurement. (I always remember the primitive, but never the original keyword.).
専	由: wherefore; a reason<br>寸: measurement; foot/10	specialty	After you have chosen your 10 fields of study, measure how good you are at each to find out your specialty.	10 brains glued together allows you to specialize in any specialty that you want. Imagine each brain having its own specialty.
射	身: somebody; person; one's station in life<br>寸: measurement; foot/10	shoot	You SHOOT SOMEBODY with a GLUE-gun.	The aim of shooting is to end up with a bullet stuck in someone´s body.
将	爿: left-side kata radical (no. 91)<br>爪: claw; nail; talon<br>寸: measurement; foot/10	leader	The leader in this race is the turtle! It appears he has covered the vulture’s feet in glue, so that the vulture cannot get off the starting block.	X-men and TMNT join forces: Their new leader is an awsome asshole. He is simply Wolverine and Raphael glued together back to back (the biggest assholes from both groups combined).
尊	酋: chieftain<br>寸: measurement; foot/10	revered	"People don't know this, but (""revered"" patriot) Paul Revere had trouble staying awake during his midnight ride, so he drank Red Bull (horns) and whiskey (a drink invented by his friend Sam Adams) and glued himself DOWN to the saddle. [thanks to akahige]."	Red Bull, the chieftain (#2906) is so revered in his clan that everyone sticks to him like glue.
就	京: capital; 10**16<br>尤: reasonable; just; natural; superb; outstanding; plausible	concerning	In the capital they have been having hearings concerning bioethics and bioengineering they call as their first witness a chihuahua with one human leg.	Ahem...CONCERNING your recent science fair project, it was a CAPITAL idea, but the CHIHUAHUA with a HUMAN LEG is freaking out the other contestants!
尺	尸: corpse; remains; flag radical (no. 44)<br>八: eight; eight radical (no. 12)	shaku	Slang for blowjob and that´s priceless for stories...but also the character looks like the letter R which I think of as standing for RULER (12 inches) other meanings include: rule, measure, length.	"Since this is SLANG for BLOW JOB and since it looks like an ""R"", let´s have the primitive be the R in BROW JOB. :)."
届	尸: corpse; remains; flag radical (no. 44)<br>由: wherefore; a reason	deliver	In the US, when the mail is delivered, a flag sprouts up on your mailbox. (We don´t have that in Australia.).	A Japanese man ordered some Brussel sprouts from Belgium. They are delivered with a little Belgian flag (as seen sometimes in shops, little flags indicating the provenance and authenticity of the food like cheese and meat).
展	尸: corpse; remains; flag radical (no. 44)<br>廾: twenty; 20; twenty or letter H radical (no. 55)	unfold	Unfold flag, take out the salad, pin the flag down with hairpins and have a picnic.	You use an American flag to wrap up a salad for a picnic and bind it with a hairpin. Now imagine unfolding it to open up the bounty you´ve fixed up for yourself.
層	尸: corpse; remains; flag radical (no. 44)<br>曽: formerly; once; before; ever; never; ex-	stratum	The strata have piled up in an ever increasing pile of dirt. As the geologists go down the rocks, they flag each stratum with the name of the corresponding era.	Archaeologists at a dig site place small flags marking layers or strata of rock. Each of these layers was formerly the top layer. (This is not increase! Hseige keeps messing up).
己	已: oneself (radical no. 49)	self	"This kanji looks like the ""s"" of ""self"", looking at its own reflection in a mirror (reversed sideways), as if pondering about his ""self""."	When Superman looks at himself in the mirror, this is what he sees on his chest.
巻	𠔉: None<br>己: self; snake; serpent	scroll	At a mysterious bazaar, you happen to come across something interesting: a rolled-up scroll for only 25¢. You buy it up impulsively until you realize that the powerful spell contained within is cursed by a poisonous snake. If you try to cast this spell, the snake will pop out of nowhere and bite you! Hrmph. No wonder it was so cheap...	How to make snake maki: Take a snake. Roll it up in rice and nori (seaweed paper) like a scroll. Cut into quarters and serve on a wooden geta with ginger and wasabi.
幕	莫: must not; do not; be not<br>巾: towel; hanging scroll; width; cloth radical (no. 50)	curtain	There is a graveyard outside my house that scares me, so I put a huge towel over the window to serve as a curtain so I can get a good nights sleep.	"When you´re dead in the graveyard, ""it´s curtains for you.""."
干	十: ten	dry	Dry one item in ten minutes on the clothesline.	Note: the book shows the strokes for potato rather than dry...dry does not have the hook at the end.
幼	幺: short thread radical (no. 52)<br>力: power; strength; strong; strain; bear up; exert	infancy	In its infancy, a butterfly is protected by a cocoon, as it doesn´t yet have any power of its own.	During their infancy, children are often wrapped up tight like a cocoon (i.e. in those Snugli carriers) and supported by the muscle of their parents.
庁	广: dotted cliff radical (no. 53)<br>丁: street; ward; town; counter for guns, tools, leaves or cakes of something; even number; 4th calendar sign	government office	Some bureaucrats at a government office decided that the tunnels of caves need to get street signs, which are then nailed to the walls of the cave.	"In some of the scarier countries, when someone is invited to visit a ""government office"", it´s actually a dungeon where they´re dragged into a cave and nailed to the wall."
座	广: dotted cliff radical (no. 53)<br>坐: sit	sit	CONGRATULATIONS YOU´RE HALFWAY THERE!!!! =).	Coal mine (cave); tea break time; the assembly line stops and everyone sit or squat on the dirt floor, in a long line, to rest.
延	正: correct; justice; righteous; 10**40<br>廴: long stride or stretching radical (no. 54)	prolong	Stretching correctly prolongs life. Even the top part of 正 is stretching...	"Here´s a great mnemonic: ""stop, drop, and stretch (!?)."" Now let´s associate it with ´prolong´: if you´re ever in an uncomfortable spot, like being asked tricky questions or caught in a lie, just PROLONG the situation - stop, drop, and stretch. They may be confused by your odd behaviour, but it´ll buy you a few moments to think up another good lie to get out of the sticky situation!"
律	彳: stop; linger; loiter; going man radical (no. 60)<br>聿: brush; finally; self; relate; follow; here; fast; writing brush radical (no. 129)	rhythm	The calligrapher´s brush is moving down a column of a script, in rhythm with his meditation.	The army COLUMN walked to the RHYTHM made by the drummer using a cool BRUSH like drum stick. Picturing the brush as a drum stick is not difficult if you´ve seen such a thing in jazz videos.
従	彳: stop; linger; loiter; going man radical (no. 60)<br>疋: head; counter for animals	accompany	The line of viking soldiers is always accompanied by a horn mending specialist.	"I´m going to accompany the horny girl to her room so I can ""mend"" her."
忘	亡: deceased; the late; dying; perish<br>心: heart; mind; spirit; heart radical (no. 61)	forget	You only truly forget her when she has perished in your heart.	To forget means that something perishes from your heart.
忠	中: in; inside; middle; mean; center<br>心: heart; mind; spirit; heart radical (no. 61)	loyalty	Their true loyalty exists in the middle of their hearts.	Your loyalty is to what´s in your heart.
憲	宀: shaped crown; katakana u radical (no. 40)<br>网: net; net or net crown radical (no. 122)<br>心: heart; mind; spirit; heart radical (no. 61)	constitution	The constitution is important. At least my parents thought so. In the house where I grew up, it was framed on the wall. Under the watchful (sideways) eye of my mother, we had to study it until we knew it by heart.	The constitution states the following rights: You may live in your own house and grow up. And you will never be watched by big brother's eye so they cannot control your heart (your believes).
我	丿: katakana no radical (no. 4)<br>戈: halberd; arms; festival car; float; tasselled spear radical (no. 62)<br>亅: feathered stick; barb radical (no. 6)	ego	"Someone with a huge EGO is too good for any romantic partner and as such has nothing but personal ""hand fiestas"" with himself every night."	Did you hear about the guy who had such a big EGO that he threw a fiesta for his left hand?
批	手: hand<br>比: compare; race; ratio; Philipines	criticism	Think of the two most famous critics, Ebert and Roeper. On their show, they compare thumbs (which are technically fingers) with each other before dispensing criticism.	My criticism earned me the FINGER when I COMPARED her cooking to my mother´s.
担	手: hand<br>旦: daybreak; dawn; morning	shouldering	One of Hercules´ labors was to hold the world in his fingers for Atlas and not move until nightbreak, shouldering the considerable burden.	One of the classic stories of shouldering a heavy burden is that of the kid who had to stick his finger on a dam until nightbreak to prevent it from breaking down.
拝	手: hand<br>一: one; one radical (no.1)<br>三: three<br>丨: number one; line; rod radical (no. 2)	worship	I put my fingers together in worship of the bush that hangs from the ceiling -- that wonderful mistletoe which has gotten me kissed by many a girl.	Because I worship her, I only finger ONE BUSH, her´s, and no others!
拡	手: hand<br>広: wide; broad; spacious	broaden	Japanese girls are tight and may require fingers inserted to broaden them and make them wide enough before you can...	Spread your fingers wide to broaden your hand.
捨	手: hand<br>舎: cottage; inn; hut; house; mansion	discard	Someone stuck their fingers in my cottage cheese! I´m going to have to discard the lot!	The wicked witch from Hansel and Gretel only likes the meaty parts of kids. Outside her candy cottage, you can see a pile of discarded fingers.
探	手: hand<br>㓁: a net; net-like; radical 122<br>木: tree; wood	grope	A pictograph of a japanese schoolgirl getting groped by perverts on the train. The fingers of course, a crown (her too short skirt) and her legs below (which to be honest are pretty thick like tree trunks).	"Note: The combination ""crown +human legs"" appears seven times in Heisig. In four cases (nos. 323, 1327, 1328, 2920) the crown is above the human legs, and in the other three cases (1888, 2472, 2679) one leg passes through the crown. The naming is inconsistent, so I call the first pattern ""Miss World"" (who is wearing a crown she won due to her attractive human legs) and the second ""garter"" (one human leg passes through the crown and wears it as a garter)."
推	手: hand<br>隹: bird; old bird radical (no. 172)	conjecture	In mathematics, a conjecture is a mathematical statement which has been proposed as a true statement, but which no one has yet been able to prove or disprove. Have you heard of the Finger-Turkey conjecture ? It states that if turkeys had fingers, they would be able to count. Be sure to imagine a turkey with fingers at the tip of its wings, counting from one to ten.	In the midst of conjecture on whether it was done or not, mom stuck her fingers in the turkey to check.
揮	手: hand<br>軍: army; force; troops; war; battle	brandish	"A military leader in his chariot is brandishing his finger at the enemy, crying ""chaaaaaaaaarrrgggeeee!""."	Think of the movie Gladiator but instead Maximus is brandishing a giant foam brand name (nike, rebok, adidas, whatever) finger like you see at a baseball game. He´s riding in a chariot using the foam finger to kill his enemy.
操	手: hand<br>品: goods; refinement; dignity; article; counter for meal courses<br>木: tree; wood	maneuver	"Tip: goods + wood/tree : This combination of primitives appears four times in Heisig, so it´s worthwhile giving it a name. I suggest ""furniture"" (a common type of wooden goods). REF: parch (#215) , maneuver (FRAME 671), winding (#1369), seaweed (#2035). Story: Using just a finger you are trying to maneuver your furniture round your room."	Luke skywalker points his fingers and uses the force to maneuver the goods through the tree branches and up over the tree.
敬	苟: any; at all; in the least<br>攵: strike; hit; folding chair radical variant (no. 66)	awe	The flowery phrases of the schoolmaster held the students in awe.	敬 【けい】 (n) reverence; respect. 敬語 【けいご】 (n) honorific; term of respect; (P) STORY: The TASKMASTER demands RESPECT. If you don´t talk to him in HONORIFICS and FLOWERY PHRASES you will be sorry.
映	日: day; sun; Japan; counter for days<br>央: center; middle	reflect	In the solar system, the Sun is the central source of all light, everything else just reflects it.	A solar power plant consists of thousands of mirrors reflecting the sun´s rays, concentrating the energy on a focal point at the centre. See here: http://en.wikipedia.org/wiki/Solar_Two.
晩	日: day; sun; Japan; counter for days<br>免: excuse; dismissal	nightfall	At nightfall the sun excuses itself and goes to sleep.	This is EASY!!! Japanese people see a RABBIT ON THE MOON (http://en.wikipedia.org/wiki/Moon_rabbit ) and so nightfall is when the sun leaves to make way for the rabbit.
暖	日: day; sun; Japan; counter for days<br>爰: lead on to; therefore; then	warmth	Note: Just confirming Heisig has confused these two characters. This is used primarily for weather and climate (and colours).	A massive group of migrating ducks is blocking the warmth of the sun as they pass over your house/barbecue/picnic. Their formation is so humongous they block the warmth for a good 10 minutes while they pass over. Mnemonic for the migrating ducks primitive : the migrating ducks stick together like the best of friends, flying together as one (fifth stroke), they are not easy prey for the great eagles / vultures.
暮	莫: must not; do not; be not<br>日: day; sun; Japan; counter for days	livelihood	He made a livelihood out of robbing GRAVEYARDS in broad DAYlight.	The gravedigger makes his LIVELIHOOD digging in the graveyard all day For graveyard, imagine an idyllic picture: beautiful grass with the sun shining down...and a dog peeing on one of the graves. Don´t confuse with occupation (#1034). Hold onto the irony of making your LIVElyhood from tending dead people.
朗	良: good; pleasing; skilled<br>肉: meat	melodious	[Image: ´Moonlight sonata´] The moon has inspired many good composers (like Ludwig van Beethoven) to write something melodious.	A glowing halo surrounds a magnificent full moon. A perfect image of the mythic and melodious music of the spheres.
机	木: tree; wood<br>几: table; table enclosure; table or windy radical (no. 16)	desk	My wooden desk is so messy, it looks like a strong wind blew my things all over it.	Whenever I´m alone at my computer desk, I´m always getting wood and breaking wind.
枚	木: tree; wood<br>攵: strike; hit; folding chair radical variant (no. 66)	sheet of	The taskmaster is a strict bathroom monitor who hands out only one sheet of really rough, splintery toilet paper per person. You can see the wood fibers.	This taskmaster is the bathroom nazi: he counts how many sheets of toilet paper and tissue you use, and then tells you what % of a tree you just killed.
染	水: water<br>九: nine<br>木: tree; wood	dye	To make this dye, I used water and the barks of nine different trees.	The baseball team hangs their freshly dyed dripping jerseys at the top of a tree to dry.
株	木: tree; wood<br>朱: vermilion; cinnabar; scarlet; red; bloody	stocks	Which tree would you buy stocks in - the healthy one on the left, or the one with only one vermilion leaf left on the right?	"Ideally, one buys stocks when a company is young, ""green,"" and rapidly growing -- then sells them just before the last vermillion leaf falls off, and a period of dormancy or limited growth begins."
棒	木: tree; wood<br>奉: observance; offer; present; dedicate	rod	"This wooden rod has one very simple dedication engraved on it: ""Spare the rod, spoil the child...""."	The wood from this tree is dedicated to making rods to flog naughty kids.
模	木: tree; wood<br>莫: must not; do not; be not	imitation	If I find out this furniture you´re selling me is made of imitation wood, I´ll put you in the graveyard.	The Japanese are so enamored of everything plastic, they even put IMITATION plastic trees in their graveyards! (No, not really, but I wouldn´t be surprised).
権	木: tree; wood<br>隹: bird; old bird radical (no. 172)	authority	I have Eric Cartman of the “South Park” animated series, wearing a cop uniform, riding a wooden Pegasus (such as on a funfair), and yelling “RESPECT MY AUTHORITAH!!!”.	No one has the authority to tie up a pegasus to a tree!
樹	木: tree; wood<br>吉: good luck; joy; congratulations<br>豆: beans; pea; midget<br>寸: measurement; foot/10	timber-trees	The hippies object to trees being cut down for timber. They have glued themselves to the timber-trees and are beating their drums.	"Everyone likes to see big trees fall down. For this kanji imagine hundreds of spectators glued to their chairs, then a drum roll and then a cry of ""timber!!!"" as the huge tree crashes to the ground."
欲	谷: valley<br>欠: lack; gap; fail; yawning radical (no. 76)	longing	Guess what? Japanese has dirty words too! (In fact, a lot of them) A sexual story is NOT inappropriate here, as this kanji is very sexual, such as in 性欲; lust. As for a story: the lack of contact with a woman´s valley will leave a man LONGING for love.	The valley has something my life is lacking.... something I´ve been longing for.. peace and quiet.
段	殳: pike; windy-again radical (no. 79)	grade	This is a military-grade staple gun! It can be loaded with real missiles.	1st grade: staple gun, 9th grade: missiles.
沿	水: water<br>㕣: a marsh at the foot of the hills; name of a river	run alongside	Water in a gully runs alongside the path.	Picture one of those idiots that run alongside the bicyclists in the Tour de France trying to give them water. Watch as the cyclist shoves the person into a gully that runs alongside the road.
泉	白: white<br>水: water	spring	White is a symbol of purety, so white water is pure water, the precise definition of spring water.	Perhaps the most common appearance of this kanji is in the word 温泉 (おんせん, onsen), a Japanese hot spring. The kanji is an excellent image of someone enjoying a Japanese hot spring: a little white towel on top, water below. (This helps keep all associations: spring, little and onsen).
洗	水: water<br>先: before; ahead; previous; future; precedence	wash	In Japan, you always wash with water from the shower before you enter the bathtub.	You wash things with WATER to get them back to the clean state they were in BEFORE.
派	水: water<br>𠂢: None	faction	Drag + rag gave me trouble until I came up with zombie for it. The zombie population became more diverse, separating into different factions. One of them being the water Zombies.	The radical faction is almost eliminated, sir. They´re living in the sewers dressed in rags and dragging their supplies.
済	水: water<br>齊: alike; equal; similar; Saito	finish	When the goalkeeper finishes the game, he drinks a lot of water and adjusts himself.	Finish him! Subzero adjusts the water in your body and crushes you into a few million pieces.
源	水: water<br>原: meadow; original; primitive; field; plain; prairie; tundra; wilderness	source	The water that flows from the meadow is the source of life for the wild antelope.	The source of clean water is from the meadow (#134): it comes from that spring at the bottom of the cliff. Pay no attention to Julie Andrews lying face down in spring. The water´s clean. Trust me.
潮	水: water<br>朝: morning; dynasty; regime; epoch; period; (North) Korea	tide	The morning tide is basically, well, WATER in the MORNING.	This is not the eventide, but the water of the morning tide.
激	水: water<br>敫: ancient musical instrument	violent	When the taskmaster found his favorite white compas damaged by water, he became the most violent taskmaster there ever was.	Overnight the slave got Violent and was Set Free. Overnight....Set Free.
灰	厂: wild goose; trailing cliff radical (no. 27)<br>火: fire	ashes	The fire underneath the cliff will eventually turn everything above to ashes.	"Scene from ""The Big Lebowski"" : Walter scatters Donny´s ashes, but a wind blows much of the ashes into ""The Dude"" Lebowski´s face. Upset, The Dude lashes out at Walter. Walter apologizes and hugs The Dude, before suggesting ""Fuck it, man. Let´s go bowling."" I bet you that The Dude wanted to cremate (fire) Walter right there and then, at the top of the cliff! (thanks Elktapestry)."
熟	孰: which; how; who<br>火: fire	mellow	Imagine tall children sitting round the fire toasting marsh-mellows.	The cram school (309) tortures its students - especially the tall and fat ones who need to grow up - over a fire until they mellow. (Note that here the keyword ´mellow´ only means to mature, ripen, or acquire skill; not the colloquial meaning of ´chill out´).
片	片: (a) slice, slice radical (no. 91)	one-sided	Fuaburisu´s pictograph of a man kneeling and presenting the ring to his future wife is a one-sided version of the story. Others say he was giving her the finger.	Taking the keyword in the sense of only one part of a whole, I see this as a pictograph of a man kneeling and presenting the ring to his future wife (I couldn´t see any trees or branches in there).
班	玉: jewel; ball<br>刀: sword; saber; knife<br>玉: jewel; ball	squad	"Am I the only one who took this as penis and balls? In order to be in the man-squad, naturally you need to have two balls with your ""spear"" in the middle there."	Here we have two kings trying out for the cheer-leading squad. A spear on the floor separates their dancing areas.
異	田: rice field; rice paddy<br>共: together; both; neither; all; and; alike; with	uncommon	Brains together with beauty is an uncommon combination.	It´s uncommon to find a pair of together twins who are connected at the brain! When such a set does turn up, they are inevitably showcased on TV.
疑	匕: spoon; spoon or katakana hi radical (no. 21)<br>矢: dart; arrow<br>マ: None<br>疋: head; counter for animals	doubt	(Katsuo) You come at the zoo entrance. ´Here sir, a spoon to feed the animals.´ cool ´and a dart(gun) in case stuff go wrong´ ....´ please chop-seal (sign) here for in case of accidents the zoo is not responsible.´ ´lion feeding time is. bla bla´ You are having serious doubts about if you still want to go into this zoo.	A very doubtful story: At the entrance to my local zoo they issue you with a special spoon (to feed the animals) and a dart gun (to defend yourself in case of animal attack). You must then hanko (seal) a document to say you’ve received both these items, only after which will they let you enter the zoo. (Oh, and if you forget your hanko, I doubt they’ll let you in).
痛	疒: trailing sickness; sick radical (no. 104)<br>甬: road with walls on both sides	pain	Think of the phrase pain in the xxx. Then think of a pogostick up your xxx. That's painful, right? The real question is why a pogostick is up your xxx. That's sick, dude.	When I was feeling sick my mum said I shouldn´t go out to play on my pogo stick until I felt better. Well I wasn´t strong enough to stay up on it and so fell over and have the pain to prove my mum right.
皇	白: white<br>玉: jewel; ball	emperor	Ancient Rome had Emperors instead of Kings, and they wore white robes. Thus an emperor is a king in white. (make sure you picture a roman emperor not a japanese one and you´ll be ok).	The white dove descended on the king and he was promoted to emperor.
盛	成: turn into; become; get; grow; elapse; reach<br>皿: dish; a helping; plate	boom	Japan´s economic boom turned their empty plates into full ones.	The boom of satellite TV has made antennas turn into dishes.
盟	明: bright; light<br>皿: dish; a helping; plate	alliance	In order to form alliances, you should sit down for a meal and eat until your dish is bright or clear; in other words, get to know people first, before you talk business.	"A new alliance is proclaimed at the end of a meal between officials. As a symbol of their alliance they clean up together one dish, and present it to the photographers. The clean dish under the flash lights appears very bright, and it´s pretty much all you can see on the photo that appears on the next morning´s newspapers, with the title ""New alliance, one bright dish!""."
看	手: hand<br>目: eye; class; look; insight; experience; care; favor	watch over	It´s a hot day of summer with a clear sky, you´re sitting outside a cafe (or maybe on a reclining chair in the garden), and you watch over the kids with a hand covering your eyes from the sunlight (next time, don´t forget the sunglasses).	Think of the monster from Pan´s Labrynth, that watched over the poor girl with eyes in the palm of his hands.
砂	石: stone<br>少: few; little	sand	Here´s how I remember that stone is on the left. This is because sand starts as stones, and only later they become few.	In good SAND, stones are few, if any.
磁	石: stone<br>茲: here	magnet	A magnet is a rock with two sides; one that mysteriously pushes and one that pulls; doubly mysterious. (see astridtops´ story).	I found some stones on the siamese twins. Turns out the stones were magnetic, and they weren´t siamese twins at all!
私	禾: 2-branch tree radical (no. 115)<br>厶: I; myself; katakana mu radical (no. 28)	private	"Warning sign: ""Private wheat, trespassers will be elbowed""."	"I already know this as watashi, or ""I"". In order to associate the keyword of private, I´ll think of this one as ""Private I"", like a detective."
秘	禾: 2-branch tree radical (no. 115)<br>必: invariably; certain; inevitable	secret	The prize at the bottom of a cereal box is invariably a secret decoder ring.	A young couple meets in secret in the wheat field because their families are enemies. They cross their hearts and swear eternal - even if secret - love. Do not confuse with secrecy (#775).
穀	士: gentleman; samurai; samurai radical (no. 33)<br>冖: wa-shaped crown radical (no. 14)<br>禾: 2-branch tree radical (no. 115)<br>殳: pike; windy-again radical (no. 79)	cereals	There are different cereals in different parts of the world. Japan has samurai cereal. Great Britain has Crowned Wheat ... the United States and Russia have Missile cereals.	The samurai crowns wheat as the best cereal, and blows all others up with missiles (he´s a cereal killer).
穴	宀: shaped crown; katakana u radical (no. 40)<br>八: eight; eight radical (no. 12)	hole	"A black hole is a ""House of Infinity"". Infinity is of course represented by a sideways ""8"", but here we have a Japanese ""8"" instead."	Billiards anyone? House rules here state that the first person to pot the eight ball into the hole wins the game.
窓	穴: hole; aperture; slit; cave; den<br>厶: I; myself; katakana mu radical (no. 28)<br>心: heart; mind; spirit; heart radical (no. 61)	window	The top primitive is similar to hole (#1316). A window is a hole (#1316) in your house that you occassionally sit next to while leaning on your ELBOW and gazing out, a picture of a lonely HEARTedness.	"Anna stood inside the house 宀 on her human legs 儿 enjoying some private 厶 time, looking out the window and communing with the feelings that were in her heart 心. The first five strokes are actually 穴、あな, ""hole,"" introduced later. 窓、まど, window; 窓口、まどぐち, ticket window; 車窓、しゃそう, car window."
筋	竹: bamboo<br>肋: rib	muscle	Muscle is part of the body that gives strength, and can be both supple and tense like the bamboo.	Lifting BAMBOO STICKS is an old way for your BODY to put on lots of MUSCLE.
策	竹: bamboo<br>朿: thorn	scheme	(Elaboration of jameserb´s story:) A clever scheme from Wile E Coyote -- he ties one of those rubber belts to some trees and uses it to launch a bamboo spear at the roadrunner...	The temples in kyoto belt bamboo around trees in a scheme to protect them from the huge number of tourists. (true story)-----------対策　　たいさく　　measure, countermeasure.
簡	竹: bamboo<br>間: interval; space	simplicity	[simplicity; brevity] The ししおどし is a bamboo device for scaring birds from the gates of your garden by clacking against a stone at regular intervals. Its design is simplicity itself. (Inspired by PepeSeco).	The simplicity of bamboo plant is in all its joints being at equal intervals.
糖	米: rice; USA; metre<br>唐: T'ang; China	sugar	Sugar made from rice has a tangy flavour.	The T´ang are the ones who began using sugar in China--of course, the first thing they tried it on was rice.
系	丿: katakana no radical (no. 4)<br>糸: thread	lineage	A single drop of your blood holds the proof of the unbroken thread of your lineage.	Spiderman´s lineage (who his family is etc...) can be found in his DNA in a drop of blood. The villain that gets blood of Spidey will be able to find out who is family and lineage is. be carfefull spidey...
紅	糸: thread<br>工: craft; construction; katakana e radical (no. 48)	crimson	After Spider-Man is whacked in the head with a I-beam, crimson blood flows from the wound.	A person's first piece of thread craft is often stained crimson due to bleeding from the needle wounds sustained in the process.
納	糸: thread<br>内: inside; within; between; among; house; home	settlement	Have you heard about patients who have surgery and the doctor mistakenly leaves a medical instrument INSIDE the patient’s body and proceeds to stitch up the patient’s incisions with stitching THREAD? Can you say “malpractice SETTLEMENT”?　.	Spider-Man was working as a surgeon´s assistant. By accident, he threw his spider webs inside the patient, causing his death. Fortunately, the hospital reached an out-of-court settlement with the victim´s family.
純	糸: thread<br>屯: barracks; police station; camp	genuine	For remembering the primitive earthworm: Drops of rain were falling so I took my shovel to dig up some earthworms to put them on my fishook..... My story: To have a genuine fishing line you don't just pick up a stick but you also attach some thread onto it and at the end an earthworm must be hung.	You need to attach a genuine earthworm to the thread. With plastic bait you won´t catch anything.
絹	糸: thread<br>肙: a small worm; to twist; to surround; empty	silk	Silk threads are coming out of the caterpillar's mouth to cover its flesh while it transforms into a cocoon.	Spider-man loves to run his mouth all over Mary Jane´s silky flesh.
縦	糸: thread<br>従: accompany; obey; submit to; comply; follow; secondary; incidental; subordinate	vertical	When Spider-man does his amazing vertical wall climbing, a throng of photographers accompanies him to get a good shot of the action.	True vertical can be found by hanging a plumb line - a thread accompanied by a weight.
縮	糸: thread<br>宿: inn; lodging; relay station; dwell; lodge; be pregnant; home; dwelling	shrink	After spending the night at an inn, spider man discovered to his dismay that his costume had shrunk in the wash, and no longer fit!	Don´t let the Inn wash your threads, they will shrink them!
署	网: net; net or net crown radical (no. 122)<br>者: someone; person	signature	Before giving your SIGNATURE to accept the LOVEDOLL, you should EYE over the LOVEDOLL for any damages, then give your SIGNATURE.	The ninja´s signature move was to paralyse people just by looking in their eyes.
翌	羽: feathers; counter for birds, rabbits<br>立: stand up; rise; set up; erect	the following	The following segment is sponsored by...Swiffer - who make excellent feather dusters for cleaning your vases.	"Your feathers would also stand up if you were a hen in a slaughter house and you heard: ""The following!""."
聖	耳: ear<br>口: mouth<br>玉: jewel; ball	holy	The trick for me is to remember that the 耳 is to the left of the 口. However, this is easy because a true holy man uses his ear to listen (i.e., to God or his supplicant) before he opens his mouth to speak, unlike a charlatan who just makes something up. Of course, kings are often true holy men and prophets (e.g., King David in the bible).	A holy man hears with his ears before he speaks with his mouth, which places him higher than a king in people´s esteem.
